pincode,district,state,latitude,longitude
303109,Jaipur,Rajasthan,27.0004,76.0813
303110,Jaipur,Rajasthan,26.7392,76.1236
303119,Jaipur,Rajasthan,26.7392,76.1236
303120,Jaipur,Rajasthan,26.7392,76.1236
303121,Jaipur,Rajasthan,26.9193,75.7196
303122,Jaipur,Rajasthan,26.9193,75.7196
303123,Jaipur,Rajasthan,26.7326,76.1523
303124,Jaipur,Rajasthan,26.9518,75.6196
303301,Jaipur,Rajasthan,26.9193,75.7196
303302,Dausa,Rajasthan,26.7392,76.1236
303303,Dausa,Rajasthan,26.8924,76.3109
303304,Dausa,Rajasthan,26.9231,76.5228
303305,Jaipur,Rajasthan,26.8319,76.1514
303313,Dausa,Rajasthan,27.0447,76.5763
303315,Dausa,Rajasthan,27.1455,76.5104
303323,Dausa,Rajasthan,27.0628,76.4806
303325,Dausa,Rajasthan,26.9934,76.4266
303326,Dausa,Rajasthan,26.7326,76.1523
303327,Dausa,Rajasthan,26.8909,76.3379
303328,Jaipur,Rajasthan,26.9143,75.3857
303329,Jaipur,Rajasthan,26.9720,75.3807
303338,Jaipur,Rajasthan,26.8756,75.3912
303348,Jaipur,Rajasthan,26.8728,76.1117
303501,Dausa,Rajasthan,26.8068,76.2896
303502,Dausa,Rajasthan,26.8742,76.6581
303503,Dausa,Rajasthan,26.5606,76.2653
303504,Dausa,Rajasthan,26.5116,76.4042
303505,Dausa,Rajasthan,26.7224,76.3162
303506,Dausa,Rajasthan,26.7392,76.1236
303507,Dausa,Rajasthan,26.7392,76.1236
303508,Dausa,Rajasthan,26.9161,76.6933
303509,Dausa,Rajasthan,26.9531,76.6673
303510,Dausa,Rajasthan,26.7392,76.1236
303511,Dausa,Rajasthan,26.6230,76.3739
303601,Jaipur,Rajasthan,27.3225,75.8414
303602,Jaipur,Rajasthan,,
303603,Jaipur,Rajasthan,27.1470,75.4903
303604,Jaipur,Rajasthan,,
303701,Jaipur,Rajasthan,27.0783,75.6470
303702,Jaipur,Rajasthan,26.7392,76.1236
303704,Jaipur,Rajasthan,27.0914,75.7553
303706,Jaipur,Rajasthan,26.9884,75.5757
303712,Jaipur,Rajasthan,26.7392,76.1236
303801,Jaipur,Rajasthan,27.1870,75.6150
303803,Jaipur,Rajasthan,27.3091,75.6666
303804,Jaipur,Rajasthan,26.7392,76.1236
303805,Jaipur,Rajasthan,27.1521,75.8085
303806,Jaipur,Rajasthan,27.2008,75.8097
303807,Jaipur,Rajasthan,27.2198,75.7153
303901,Jaipur,Rajasthan,26.5269,75.8813
303903,Jaipur,Rajasthan,26.7000,75.9182
303904,Jaipur,Rajasthan,26.6822,75.6900
303905,Jaipur,Rajasthan,26.7992,75.8568
303908,Jaipur,Rajasthan,26.6437,76.0943
304001,Tonk,Rajasthan,26.1619,75.7895
304021,Tonk,Rajasthan,26.3077,75.8592
304022,Tonk,Rajasthan,26.4014,75.8389
304023,Tonk,Rajasthan,25.9675,76.0869
304024,Tonk,Rajasthan,25.9502,75.9870
304025,Tonk,Rajasthan,26.3443,76.0603
304026,Tonk,Rajasthan,25.8957,75.8080
304501,Tonk,Rajasthan,26.3097,75.4498
304502,Tonk,Rajasthan,26.1903,75.3733
304503,Tonk,Rajasthan,26.3342,75.2712
304504,Tonk,Rajasthan,26.3528,75.5468
304505,Tonk,Rajasthan,26.0562,75.5801
304507,Tonk,Rajasthan,26.1514,75.4178
304801,Tonk,Rajasthan,26.3583,75.6732
304802,Tonk,Rajasthan,25.9334,75.6127
304803,Tonk,Rajasthan,25.8356,75.5335
304804,Tonk,Rajasthan,25.8908,75.4651
305001,Ajmer,Rajasthan,26.4517,74.6369
305002,Ajmer,Rajasthan,26.3988,74.6583
305003,Ajmer,Rajasthan,26.4219,74.6273
305004,Ajmer,Rajasthan,26.4847,74.6183
305005,Ajmer,Rajasthan,26.4419,74.5756
305007,Ajmer,Rajasthan,26.4524,74.6555
305009,Ajmer,Rajasthan,26.5089,74.6756
305012,Ajmer,Rajasthan,26.3612,74.6470
305021,Ajmer,Rajasthan,26.6003,74.6105
305022,Ajmer,Rajasthan,26.4851,74.5551
305023,Ajmer,Rajasthan,26.5213,74.7403
305024,Ajmer,Rajasthan,26.4808,74.7054
305025,Ajmer,Rajasthan,26.4035,74.7747
305026,Nagaur,Rajasthan,,
305201,Ajmer,Rajasthan,26.2762,74.3498
305202,Ajmer,Rajasthan,26.2100,74.4300
305203,Ajmer,Rajasthan,26.2600,74.5600
305204,Ajmer,Rajasthan,26.3800,74.4010
305205,Ajmer,Rajasthan,26.3240,74.6371
305206,Ajmer,Rajasthan,26.3665,74.5438
305207,Ajmer,Rajasthan,26.3100,74.4450
305401,Ajmer,Rajasthan,26.2933,74.6917
305402,Ajmer,Rajasthan,26.3015,74.7334
305403,Ajmer,Rajasthan,26.0600,75.0100
305404,Ajmer,Rajasthan,,
305405,Ajmer,Rajasthan,26.1600,74.3800
305406,Ajmer,Rajasthan,26.1700,74.9150
305407,Ajmer,Rajasthan,26.0491,74.4986
305408,Ajmer,Rajasthan,26.0250,75.0150
305412,Ajmer,Rajasthan,26.3000,74.7300
305415,Ajmer,Rajasthan,,
305601,Ajmer,Rajasthan,26.3000,74.7300
305621,Ajmer,Rajasthan,26.0519,74.7700
305622,Ajmer,Rajasthan,26.0500,74.7700
305623,Ajmer,Rajasthan,26.0955,74.4730
305624,Ajmer,Rajasthan,25.9700,74.6639
305625,Ajmer,Rajasthan,25.9400,75.0000
305627,Ajmer,Rajasthan,26.3000,74.7300
305628,Ajmer,Rajasthan,26.0500,74.7850
305629,Ajmer,Rajasthan,25.9500,74.6200
305630,Ajmer,Rajasthan,26.0900,74.6100
305631,Ajmer,Rajasthan,26.0900,74.3710
305801,Ajmer,Rajasthan,26.5809,74.8958
305802,Ajmer,Rajasthan,26.4918,74.8566
305811,Ajmer,Rajasthan,26.6315,74.7425
305812,Ajmer,Rajasthan,26.6550,74.9388
305813,Ajmer,Rajasthan,26.4327,75.0782
305814,Ajmer,Rajasthan,26.4579,74.8361
305815,Ajmer,Rajasthan,26.6916,74.8156
305816,Ajmer,Rajasthan,26.6550,74.9389
305817,Ajmer,Rajasthan,26.6321,74.8714
305819,Ajmer,Rajasthan,26.2867,74.8306
305901,Ajmer,Rajasthan,26.1000,74.3247
305921,Rajsamand,Rajasthan,,
305922,Ajmer,Rajasthan,,
305923,Ajmer,Rajasthan,25.9787,74.4253
305924,Ajmer,Rajasthan,26.1221,74.2913
305925,Ajmer,Rajasthan,26.0300,74.3000
305926,Ajmer,Rajasthan,25.9429,74.8194
305927,Ajmer,Rajasthan,,
306001,Pali,Rajasthan,25.7618,73.5991
306021,Pali,Rajasthan,25.6275,73.6367
306022,Pali,Rajasthan,25.4929,73.7502
306023,Pali,Rajasthan,25.6831,73.7812
306101,Pali,Rajasthan,25.7697,73.3233
306102,Pali,Rajasthan,,
306103,Pali,Rajasthan,25.8846,73.7489
306104,Pali,Rajasthan,26.0073,73.6060
306105,Pali,Rajasthan,,
306114,Pali,Rajasthan,25.8956,73.6662
306115,Pali,Rajasthan,25.3621,73.3143
306116,Pali,Rajasthan,,
306119,Pali,Rajasthan,25.5303,73.3376
306126,Pali,Rajasthan,25.5383,73.3881
306301,Pali,Rajasthan,,
306302,Pali,Rajasthan,,
306303,Pali,Rajasthan,,
306304,Pali,Rajasthan,,
306305,Pali,Rajasthan,,
306306,Pali,Rajasthan,25.9822,73.7925
306307,Pali,Rajasthan,26.0042,73.9226
306308,Pali,Rajasthan,,
306401,Pali,Rajasthan,25.7746,73.3233
306421,Pali,Rajasthan,25.9544,73.1333
306422,Pali,Rajasthan,25.6202,73.2955
306501,Pali,Rajasthan,25.7055,73.4393
306502,Pali,Rajasthan,25.4883,73.5697
306503,Pali,Rajasthan,25.5572,73.4514
306504,Pali,Rajasthan,,
306601,Pali,Rajasthan,25.3516,73.3509
306602,Pali,Rajasthan,25.5353,73.1323
306603,Pali,Rajasthan,25.3682,73.4584
306701,Pali,Rajasthan,,
306702,Pali,Rajasthan,,
306703,Pali,Rajasthan,,
306704,Pali,Rajasthan,,
306705,Pali,Rajasthan,,
306706,Pali,Rajasthan,,
306707,Pali,Rajasthan,,
306708,Pali,Rajasthan,,
306709,Pali,Rajasthan,,
306901,Pali,Rajasthan,,
306902,Pali,Rajasthan,,
306912,Pali,Rajasthan,,
307001,Sirohi,Rajasthan,24.8702,72.8058
307019,Sirohi,Rajasthan,24.7068,73.0187
307022,Sirohi,Rajasthan,24.7897,73.0066
307023,Sirohi,Rajasthan,24.6720,72.9040
307024,Sirohi,Rajasthan,24.5910,72.9636
307025,Udaipur,Rajasthan,24.0725,73.6889
307026,Sirohi,Rajasthan,24.4824,72.7670
307027,Sirohi,Rajasthan,24.9916,72.9475
307028,Sirohi,Rajasthan,25.0821,72.9753
307029,Jalore,Rajasthan,,
307030,Jalore,Rajasthan,,
307031,Sirohi,Rajasthan,24.8086,73.1235
307032,Sirohi,Rajasthan,24.5345,72.8836
307043,Sirohi,Rajasthan,25.0249,72.8944
307501,Sirohi,Rajasthan,24.6000,72.7185
307510,Sirohi,Rajasthan,24.5408,72.7927
307511,Sirohi,Rajasthan,24.6826,72.6480
307512,Sirohi,Rajasthan,24.7310,72.5486
307513,Sirohi,Rajasthan,24.6207,72.3607
307514,Sirohi,Rajasthan,24.5976,72.5064
307515,Jalore,Rajasthan,24.8365,72.4303
307801,Sirohi,Rajasthan,25.0219,72.7715
307802,Sirohi,Rajasthan,24.8825,72.5974
307803,Jalore,Rajasthan,25.0150,72.4715
311001,Bhilwara,Rajasthan,25.3437,74.6332
311011,Bhilwara,Rajasthan,25.3607,74.7483
311021,Bhilwara,Rajasthan,25.8722,74.6038
311022,Bhilwara,Rajasthan,25.8625,74.7072
311023,Bhilwara,Rajasthan,25.8367,74.8098
311024,Bhilwara,Rajasthan,25.6791,74.5714
311025,Bhilwara,Rajasthan,25.2129,74.6872
311026,Bhilwara,Rajasthan,25.5799,74.4433
311030,Bhilwara,Rajasthan,25.7423,74.7108
311201,Bhilwara,Rajasthan,25.4915,74.7332
311202,Bhilwara,Rajasthan,25.5229,75.0876
311203,Bhilwara,Rajasthan,25.3463,74.6364
311204,Bhilwara,Rajasthan,25.8278,74.4584
311301,Bhilwara,Rajasthan,25.6853,74.3125
311302,Bhilwara,Rajasthan,25.8042,74.3646
311401,Bhilwara,Rajasthan,25.5068,74.7127
311402,Bhilwara,Rajasthan,25.3511,74.3966
311403,Bhilwara,Rajasthan,25.4357,74.4982
311404,Bhilwara,Rajasthan,25.6097,74.9094
311407,Bhilwara,Rajasthan,25.7812,74.9588
311408,Bhilwara,Rajasthan,25.5983,74.7702
311601,Bhilwara,Rajasthan,25.2479,74.9901
311602,Bhilwara,Rajasthan,25.3463,74.6364
311603,Bhilwara,Rajasthan,25.4239,74.9276
311604,Bhilwara,Rajasthan,25.2286,74.9384
311605,Bhilwara,Rajasthan,25.4223,75.1043
311606,Bhilwara,Rajasthan,,
311801,Bhilwara,Rajasthan,25.2757,74.3114
311802,Bhilwara,Rajasthan,25.2600,74.4879
311803,Bhilwara,Rajasthan,25.4134,74.2590
311804,Bhilwara,Rajasthan,25.5133,74.2692
311805,Bhilwara,Rajasthan,25.2647,74.2707
311806,Bhilwara,Rajasthan,25.2974,74.5428
312001,Chittorgarh,Rajasthan,24.8876,74.6225
312021,Chittorgarh,Rajasthan,24.9277,74.6231
312022,Chittorgarh,Rajasthan,25.0013,74.8032
312023,Chittorgarh,Rajasthan,24.9812,74.9852
312024,Chittorgarh,Rajasthan,24.6981,74.3353
312025,Chittorgarh,Rajasthan,24.8563,74.6203
312027,Chittorgarh,Rajasthan,24.6408,74.4189
312201,Chittorgarh,Rajasthan,24.8574,74.5141
312202,Chittorgarh,Rajasthan,24.8845,74.3267
312203,Chittorgarh,Rajasthan,25.0611,74.3883
312204,Chittorgarh,Rajasthan,24.8403,74.1997
312205,Chittorgarh,Rajasthan,24.7734,74.1952
312206,Chittorgarh,Rajasthan,25.1490,74.4467
312207,Chittorgarh,Rajasthan,24.9376,74.4791
312401,Chittorgarh,Rajasthan,24.8828,74.6225
312402,Chittorgarh,Rajasthan,24.5256,74.3060
312403,Chittorgarh,Rajasthan,24.4660,74.4819
312404,Chittorgarh,Rajasthan,24.4600,74.4071
312601,Chittorgarh,Rajasthan,24.6228,74.6957
312602,Chittorgarh,Rajasthan,24.6822,74.5068
312603,Chittorgarh,Rajasthan,24.5934,74.4555
312604,Pratapgarh,Rajasthan,24.3960,74.7227
312605,Pratapgarh,Rajasthan,24.0069,74.7954
312606,Chittorgarh,Rajasthan,24.6987,74.9042
312612,Chittorgarh,Rajasthan,24.8113,74.6371
312613,Chittorgarh,Rajasthan,24.7561,74.5799
312614,Chittorgarh,Rajasthan,24.5341,74.5647
312615,Pratapgarh,Rajasthan,23.8208,74.8423
312616,Pratapgarh,Rajasthan,24.1685,74.7291
312617,Chittorgarh,Rajasthan,,
312619,Pratapgarh,Rajasthan,23.6829,74.8421
312620,Chittorgarh,Rajasthan,24.7047,74.7046
312622,Chittorgarh,Rajasthan,24.7560,74.6063
312623,Pratapgarh,Rajasthan,24.1566,74.8010
312624,Pratapgarh,Rajasthan,23.7723,74.5847
312625,Pratapgarh,Rajasthan,24.0858,74.3661
312626,Pratapgarh,Rajasthan,23.9519,74.4387
312627,Chittorgarh,Rajasthan,25.1166,74.5915
312901,Chittorgarh,Rajasthan,25.0439,74.5815
313001,Udaipur,Rajasthan,24.5807,73.7100
313002,Udaipur,Rajasthan,24.5673,73.7263
313003,Udaipur,Rajasthan,24.5500,73.7900
313004,Udaipur,Rajasthan,24.5915,73.6919
313011,Udaipur,Rajasthan,24.6550,73.6400
313022,Udaipur,Rajasthan,24.6227,73.9000
313024,Udaipur,Rajasthan,24.5994,73.8200
313026,Udaipur,Rajasthan,24.0150,73.9050
313027,Udaipur,Rajasthan,24.1600,74.0400
313031,Udaipur,Rajasthan,24.5166,73.6200
313038,Udaipur,Rajasthan,24.0650,74.0650
313201,Udaipur,Rajasthan,24.7200,73.8479
313202,Rajsamand,Rajasthan,24.7700,73.7600
313203,Udaipur,Rajasthan,24.7550,73.9771
313204,Udaipur,Rajasthan,24.8019,73.8699
313205,Udaipur,Rajasthan,24.3762,73.9094
313206,Udaipur,Rajasthan,24.0725,73.6889
313207,Rajsamand,Rajasthan,25.0200,74.2100
313211,Rajsamand,Rajasthan,24.9300,74.1000
313301,Rajsamand,Rajasthan,24.9282,73.8100
313321,Rajsamand,Rajasthan,25.0000,73.6300
313322,Rajsamand,Rajasthan,24.9200,73.7200
313323,Rajsamand,Rajasthan,24.9900,73.9100
313324,Rajsamand,Rajasthan,25.0800,73.8300
313325,Rajsamand,Rajasthan,25.0350,73.5500
313327,Rajsamand,Rajasthan,25.1600,74.0200
313328,Rajsamand,Rajasthan,25.0800,74.1000
313329,Rajsamand,Rajasthan,25.0173,74.0550
313330,Rajsamand,Rajasthan,25.2000,73.9500
313331,Rajsamand,Rajasthan,25.4650,73.8924
313332,Rajsamand,Rajasthan,25.3400,73.9200
313333,Rajsamand,Rajasthan,25.2800,73.7400
313334,Rajsamand,Rajasthan,25.1850,73.8250
313341,Rajsamand,Rajasthan,,
313342,Rajsamand,Rajasthan,25.0162,73.9100
313601,Udaipur,Rajasthan,24.6600,74.0300
313602,Udaipur,Rajasthan,24.5851,74.0300
313603,Udaipur,Rajasthan,24.5550,74.1150
313604,Udaipur,Rajasthan,24.3400,74.2050
313701,Udaipur,Rajasthan,24.2400,73.3800
313702,Udaipur,Rajasthan,24.3629,73.4850
313703,Udaipur,Rajasthan,24.3300,73.9350
313704,Udaipur,Rajasthan,,
313705,Udaipur,Rajasthan,24.7100,73.5300
313706,Udaipur,Rajasthan,24.3650,74.0650
313708,Udaipur,Rajasthan,24.4383,73.8255
313801,Udaipur,Rajasthan,24.2650,73.6650
313802,Udaipur,Rajasthan,24.0900,73.6894
313803,Udaipur,Rajasthan,24.0500,73.5600
313804,Udaipur,Rajasthan,24.0725,73.6889
313805,Udaipur,Rajasthan,23.9800,73.7300
313901,Udaipur,Rajasthan,24.3350,73.7580
313902,Udaipur,Rajasthan,24.1400,73.8300
313903,Udaipur,Rajasthan,24.0450,73.8250
313904,Udaipur,Rajasthan,24.2100,73.8200
313905,Udaipur,Rajasthan,24.2200,73.9100
313906,Udaipur,Rajasthan,24.5650,73.3650
314001,Dungarpur,Rajasthan,23.8507,73.7066
314011,Dungarpur,Rajasthan,23.8950,73.6010
314021,Dungarpur,Rajasthan,23.9545,74.0870
314022,Dungarpur,Rajasthan,23.8790,74.2002
314023,Dungarpur,Rajasthan,23.8482,73.9873
314024,Dungarpur,Rajasthan,23.7807,74.0074
314025,Dungarpur,Rajasthan,23.6756,74.0234
314026,Dungarpur,Rajasthan,23.5423,74.0080
314027,Dungarpur,Rajasthan,23.6047,73.9484
314028,Dungarpur,Rajasthan,23.7921,73.9160
314029,Dungarpur,Rajasthan,23.7199,73.9331
314030,Dungarpur,Rajasthan,23.4714,73.9198
314031,Dungarpur,Rajasthan,23.6332,74.0671
314032,Dungarpur,Rajasthan,23.7630,74.0872
314034,Dungarpur,Rajasthan,23.9159,73.9154
314035,Dungarpur,Rajasthan,23.5489,73.9720
314036,Dungarpur,Rajasthan,23.8592,73.8215
314037,Dungarpur,Rajasthan,23.7608,73.8125
314038,Dungarpur,Rajasthan,23.8638,74.0742
314401,Dungarpur,Rajasthan,23.6639,73.8799
314402,Dungarpur,Rajasthan,23.6174,73.7727
314403,Dungarpur,Rajasthan,23.5598,73.6908
314404,Dungarpur,Rajasthan,23.6980,73.7225
314406,Dungarpur,Rajasthan,23.5197,73.7892
314801,Dungarpur,Rajasthan,23.7980,73.5020
314804,Dungarpur,Rajasthan,23.8278,73.5962
321001,Bharatpur,Rajasthan,27.2127,77.5013
321021,Bharatpur,Rajasthan,27.2620,77.5260
321022,Bharatpur,Rajasthan,27.5799,77.2233
321023,Bharatpur,Rajasthan,,
321024,Bharatpur,Rajasthan,27.5161,77.1269
321025,Bharatpur,Rajasthan,27.2985,77.5275
321026,Bharatpur,Rajasthan,27.2315,77.4150
321028,Bharatpur,Rajasthan,27.0955,77.2795
321201,Bharatpur,Rajasthan,27.3134,77.3353
321202,Bharatpur,Rajasthan,27.3689,77.4243
321203,Bharatpur,Rajasthan,27.4801,77.3267
321204,Bharatpur,Rajasthan,27.3385,77.2905
321205,Bharatpur,Rajasthan,27.4428,77.0812
321206,Bharatpur,Rajasthan,27.3792,77.2434
321301,Bharatpur,Rajasthan,27.0566,77.4800
321302,Bharatpur,Rajasthan,27.1110,77.3755
321303,Bharatpur,Rajasthan,27.1700,77.3810
321401,Bharatpur,Rajasthan,26.9425,77.2933
321402,Bharatpur,Rajasthan,26.9851,77.4369
321403,Bharatpur,Rajasthan,26.9488,77.4963
321404,Bharatpur,Rajasthan,27.0034,77.5936
321405,Bharatpur,Rajasthan,26.8776,77.3874
321406,Bharatpur,Rajasthan,27.0158,77.0519
321407,Bharatpur,Rajasthan,27.1257,77.0635
321408,Bharatpur,Rajasthan,27.0295,77.1859
321409,Bharatpur,Rajasthan,26.9264,77.0776
321410,Bharatpur,Rajasthan,26.9492,77.3516
321411,Bharatpur,Rajasthan,26.8663,77.1918
321601,Bharatpur,Rajasthan,27.1056,77.1672
321602,Bharatpur,Rajasthan,27.2291,77.2376
321605,Alwar,Rajasthan,27.3183,76.9816
321606,Alwar,Rajasthan,27.2716,76.7077
321607,Alwar,Rajasthan,27.3624,76.8550
321608,Dausa,Rajasthan,26.8904,76.3333
321609,Dausa,Rajasthan,,
321610,Karauli,Rajasthan,26.9654,76.8339
321611,Karauli,Rajasthan,26.8956,76.8663
321612,Dausa,Rajasthan,,
321613,Dausa,Rajasthan,26.7392,76.1236
321614,Bharatpur,Rajasthan,27.2069,77.1298
321615,Bharatpur,Rajasthan,27.1455,77.0200
321633,Alwar,Rajasthan,27.3629,76.7510
321642,Bharatpur,Rajasthan,27.1558,77.1890
322001,Sawai Madhopur,Rajasthan,26.0061,76.3391
322021,Sawai Madhopur,Rajasthan,25.9931,76.3851
322023,Sawai Madhopur,Rajasthan,26.3261,76.2153
322024,Sawai Madhopur,Rajasthan,26.2424,76.3175
322025,Sawai Madhopur,Rajasthan,26.0278,76.6651
322026,Sawai Madhopur,Rajasthan,25.8682,76.3666
322027,Sawai Madhopur,Rajasthan,26.1119,76.3645
322028,Sawai Madhopur,Rajasthan,26.2465,76.4662
322029,Sawai Madhopur,Rajasthan,26.1267,76.5010
322030,Sawai Madhopur,Rajasthan,26.3543,76.3522
322033,Sawai Madhopur,Rajasthan,26.2262,76.5450
322034,Sawai Madhopur,Rajasthan,26.1677,76.4476
322201,Sawai Madhopur,Rajasthan,26.4847,76.7279
322202,Sawai Madhopur,Rajasthan,26.4535,76.7567
322203,Karauli,Rajasthan,26.3200,76.6823
322204,Karauli,Rajasthan,26.6484,76.7279
322205,Sawai Madhopur,Rajasthan,26.5203,76.7588
322211,Sawai Madhopur,Rajasthan,26.5895,76.5758
322212,Sawai Madhopur,Rajasthan,26.5946,76.4324
322213,Karauli,Rajasthan,26.7903,76.7098
322214,Sawai Madhopur,Rajasthan,26.4252,76.5315
322215,Karauli,Rajasthan,26.7059,76.6342
322216,Karauli,Rajasthan,26.7401,76.7664
322218,Karauli,Rajasthan,26.2987,76.7543
322219,Sawai Madhopur,Rajasthan,26.5078,76.8123
322220,Karauli,Rajasthan,26.6956,76.8992
322230,Karauli,Rajasthan,26.7386,76.9960
322234,Karauli,Rajasthan,26.6281,76.9665
322236,Karauli,Rajasthan,26.7560,77.1269
322238,Karauli,Rajasthan,26.7921,76.8299
322240,Dausa,Rajasthan,26.7906,76.2027
322241,Karauli,Rajasthan,26.5176,77.0171
322242,Karauli,Rajasthan,26.6117,77.2015
322243,Karauli,Rajasthan,26.3651,76.9192
322249,Karauli,Rajasthan,26.4425,77.0838
322251,Karauli,Rajasthan,26.3670,77.1629
322252,Karauli,Rajasthan,26.7977,77.1782
322254,Karauli,Rajasthan,26.8223,76.9729
322255,Karauli,Rajasthan,26.4553,76.8688
322701,Sawai Madhopur,Rajasthan,26.1430,76.2837
322702,Sawai Madhopur,Rajasthan,26.1024,76.1460
322703,Sawai Madhopur,Rajasthan,26.1744,76.0846
322704,Sawai Madhopur,Rajasthan,26.2132,76.0562
323001,Bundi,Rajasthan,25.4293,75.6483
323021,Bundi,Rajasthan,25.2807,75.7662
323022,Bundi,Rajasthan,25.2706,75.6426
323023,Bundi,Rajasthan,25.5490,75.4989
323024,Bundi,Rajasthan,25.5140,75.5582
323025,Bundi,Rajasthan,25.6032,75.4374
323026,Bundi,Rajasthan,25.6344,75.6395
323301,Bundi,Rajasthan,25.4061,76.0131
323303,Chittorgarh,Rajasthan,24.7275,74.3231
323304,Chittorgarh,Rajasthan,24.6137,74.5046
323305,Chittorgarh,Rajasthan,24.8828,74.6225
323306,Chittorgarh,Rajasthan,,
323307,Chittorgarh,Rajasthan,,
323601,Bundi,Rajasthan,25.2998,75.9352
323602,Bundi,Rajasthan,25.3562,75.9155
323603,Bundi,Rajasthan,25.5835,76.1693
323613,Bundi,Rajasthan,25.4383,76.1700
323614,Bundi,Rajasthan,25.7073,76.2146
323615,Bundi,Rajasthan,,
323616,Bundi,Rajasthan,25.6199,76.0334
323801,Bundi,Rajasthan,25.7888,75.8708
323802,Bundi,Rajasthan,25.6666,75.8836
323803,Bundi,Rajasthan,25.5312,75.9376
324001,Kota,Rajasthan,25.2073,75.8603
324002,Kota,Rajasthan,25.2200,75.8878
324003,Kota,Rajasthan,25.1704,75.8750
324004,Kota,Rajasthan,25.1325,75.8942
324005,Kota,Rajasthan,25.1428,75.8533
324006,Kota,Rajasthan,25.1758,75.8400
324007,Kota,Rajasthan,25.1676,75.8533
324008,Kota,Rajasthan,25.2000,75.8289
324009,Kota,Rajasthan,,
324010,Kota,Rajasthan,25.0200,75.7900
325001,Kota,Rajasthan,25.0700,75.9900
325003,Kota,Rajasthan,24.9429,75.9300
325004,Kota,Rajasthan,25.4550,76.3500
325009,Kota,Rajasthan,25.0300,75.8200
325201,Kota,Rajasthan,25.2358,76.0500
325202,Baran,Rajasthan,25.1050,76.3000
325203,Kota,Rajasthan,25.1600,76.1100
325204,Kota,Rajasthan,25.3200,76.1800
325205,Baran,Rajasthan,25.0700,76.5250
325206,Baran,Rajasthan,25.2800,76.3525
325207,Kota,Rajasthan,24.9000,76.4200
325208,Kota,Rajasthan,25.1804,76.1953
325209,Baran,Rajasthan,25.1300,76.3700
325214,Kota,Rajasthan,25.2300,76.4500
325215,Baran,Rajasthan,25.2950,76.5550
325216,Baran,Rajasthan,25.1100,76.6800
325217,Baran,Rajasthan,25.1200,77.0000
325218,Baran,Rajasthan,24.8900,76.6200
325219,Baran,Rajasthan,24.7400,76.6650
325220,Baran,Rajasthan,24.6900,76.8200
325221,Baran,Rajasthan,24.6317,76.6600
325222,Baran,Rajasthan,25.2300,76.4950
325223,Baran,Rajasthan,24.8400,76.5350
325224,Baran,Rajasthan,25.0250,76.8350
325601,Kota,Rajasthan,24.9850,76.2300
325602,Kota,Rajasthan,24.8800,76.1246
326001,Jhalawar,Rajasthan,24.5895,76.2615
326021,Jhalawar,Rajasthan,24.4676,76.3154
326022,Jhalawar,Rajasthan,24.2851,76.2351
326023,Jhalawar,Rajasthan,24.5085,76.1825
326033,Jhalawar,Rajasthan,24.3925,76.4975
326034,Jhalawar,Rajasthan,24.1550,76.0300
326035,Jhalawar,Rajasthan,24.5350,76.4285
326036,Jhalawar,Rajasthan,24.3400,76.1300
326037,Jhalawar,Rajasthan,24.5325,76.3067
326038,Jhalawar,Rajasthan,24.7013,76.3382
326039,Jhalawar,Rajasthan,24.2839,76.4740
326501,Jhalawar,Rajasthan,24.5300,76.0250
326502,Jhalawar,Rajasthan,24.4310,75.8945
326512,Jhalawar,Rajasthan,24.3300,75.8400
326513,Jhalawar,Rajasthan,24.2800,75.9557
326514,Jhalawar,Rajasthan,24.0031,75.8957
326515,Jhalawar,Rajasthan,,
326516,Jhalawar,Rajasthan,24.2810,76.1594
326517,Kota,Rajasthan,24.7293,76.0100
326518,Kota,Rajasthan,24.7800,75.8850
326519,Kota,Rajasthan,,
326520,Kota,Rajasthan,24.7221,75.9400
326529,Kota,Rajasthan,,
326530,Kota,Rajasthan,,
327001,Banswara,Rajasthan,23.5639,74.4789
327021,Banswara,Rajasthan,23.7664,74.2651
327022,Banswara,Rajasthan,23.6245,74.1651
327023,Banswara,Rajasthan,23.7521,74.3866
327024,Banswara,Rajasthan,23.5912,74.1755
327025,Banswara,Rajasthan,23.6242,74.2781
327026,Banswara,Rajasthan,23.6621,74.5053
327027,Banswara,Rajasthan,23.8134,74.4685
327031,Banswara,Rajasthan,23.3969,74.0711
327032,Banswara,Rajasthan,23.4965,74.0759
327034,Banswara,Rajasthan,23.5257,74.2090
327601,Banswara,Rajasthan,23.2770,74.1805
327602,Banswara,Rajasthan,23.2470,74.2968
327603,Banswara,Rajasthan,23.4573,74.2891
327604,Banswara,Rajasthan,23.4267,74.3719
327605,Banswara,Rajasthan,23.7619,74.1739
327606,Banswara,Rajasthan,23.3441,74.2942
327801,Banswara,Rajasthan,23.2107,74.4596
328001,Dholpur,Rajasthan,26.7166,77.8931
328021,Dholpur,Rajasthan,26.6473,77.6117
328022,Dholpur,Rajasthan,26.7649,77.5394
328023,Dholpur,Rajasthan,26.8751,77.8110
328024,Dholpur,Rajasthan,26.8465,77.9195
328025,Dholpur,Rajasthan,26.8659,78.1315
328026,Dholpur,Rajasthan,26.4758,77.4319
328027,Dholpur,Rajasthan,26.8311,77.7183
328028,Dholpur,Rajasthan,26.5737,77.7975
328029,Dholpur,Rajasthan,26.7606,78.0534
